,0
111,213.46097442017623
112,315.5414679815179
113,543.300613952214
114,357.7225075419271
115,438.40461109457055
116,531.687956276974
117,523.8444568060406
118,532.4455318172356
119,480.5862330012422
120,312.4250873854968
121,595.8282117780834
122,474.120914229607
123,409.15500701781997
124,923.5806412298801
125,441.50823819024356
126,799.3552635196918
127,691.1856331072992
128,495.73220506374383
129,503.0447302883581
130,817.2455005865032
131,343.1211112950112
132,343.65255757799
133,462.70936586129653
134,993.6050896021909
135,2282.9445
136,507.47078137452684
137,482.69268472557417
138,842.2599959046272
139,1196.6701626726149
140,473.57316941691215
141,295.00635816108917
142,774.410041049507
143,428.2261398327323
144,239.15334436001655
145,382.67139397146036
146,860.8774736200118
147,900.0659349981848
148,1259.3721956781153
149,309.90794935750745
150,420.77035339606266
151,717.669780444545
152,631.4390416233753
153,581.9883583302284
154,651.0659963081555
155,869.13240897629
156,743.5604635384756
157,319.29867781958916
158,976.3057032235969
159,794.7588536177016
160,555.6448445137265
161,1866.927798898972
162,691.069628096943
163,723.0434724280798
164,357.80742700676853
165,282.7360861699003
166,593.9647688065999
167,454.1872598572221
168,361.3736027790387
169,244.36837899778897
170,548.8639920062112
171,370.02505992856806
172,839.8817387045667
173,1811.4640187534612
174,499.7871260697522
175,857.1275280157233
176,585.8894887836125
177,1013.5116972330213
178,516.2020535194548
179,854.2149638317098
180,285.33280416851403
181,487.7735845808849
182,596.1325140226048
183,946.0702986302036
184,261.7290868058922
185,577.9584274389719
186,449.28723449855886
187,492.7724412900655
188,430.7354296624826
189,375.81198212985083
190,557.5414786256456
191,723.9742290682285
192,495.57564791804634
193,787.8278475634692
194,327.27503984513515
195,356.85322818680737
196,315.50303297391315
197,388.9519792659701
198,652.4683719379019
199,591.2198205950328
200,374.50560801898337
201,210.57867273359815
202,533.706999874352
203,473.57316941691215
204,408.31198016903863
205,245.96080259478694
206,716.2079162159255
207,443.22430825904496
208,431.4817884938758
209,566.3145694950706
210,436.11791203276573
211,552.2204840719922
212,215.51055694129337
213,434.0738922742492
214,683.9451332766773
215,386.53141853040233
216,400.5801100884747
217,495.57564791804634
218,299.6475350498148
219,625.9996762320412
220,544.3190256646981
221,369.77323358239744
222,1484.962739996309
223,415.17710622772154
224,473.229819578043
225,395.96809569099827
226,910.1769643100166
227,616.2045433328166
228,321.7316424293643
229,668.7977677221186
230,326.3597037420372
231,992.3317366829757
232,362.3549575863557
233,619.5265707167448
234,504.79098445140687
235,513.1420067494462
236,287.7545130228829
237,624.9166689728656
238,432.7602155442416
239,1283.1991634367319
240,347.7752020745694
241,281.041915153657
242,449.5810055912174
243,503.0540081120329
244,617.049227128937
245,644.8638245551479
246,280.4051701141251
247,489.33105499072616
248,494.7089552698876
249,418.15781778903863
250,782.8157438757078
251,520.7986722615256
252,289.76899194981195
253,750.088797537318
254,249.47180724190383
255,475.93030176898867
256,605.7503172354675
257,384.48617682592584
258,285.8243465741238
259,428.3483516380349
260,381.8298918999409
261,530.7024440473291
262,289.7502897394519
263,461.0060860824722
264,289.76807611030006
265,522.5004820394166
266,386.96983928770004
267,368.70105927340853
268,275.9684503459465
269,707.317908490296
270,450.9469785583773
271,576.809021427534
272,481.07332185028446
273,234.9103088900907
274,339.1556137512805
275,891.1142108474809
276,322.6717182964321
277,1265.7083840861142
278,275.5948993927276
279,2831.1604045575896
280,584.0595932552355
281,386.38667111227517
282,384.8695625758289
283,364.7457482085455
284,337.08457138881465
285,800.4976883079512
286,547.1897918669814
287,326.9076094056624
288,473.4077232860721
289,896.7213857647828
290,387.8008571678581
291,736.0214871031692
292,364.83235682328484
293,612.7508628677169
294,364.3687205218125
295,356.846128030766
296,370.6721613856177
297,562.8756342749432
298,206.1952630205598
299,465.67972383901116
300,470.7829406568242
301,738.4815552595167
302,505.7424945186127
303,299.9999345215659
304,326.9076094056624
305,349.65699640951493
306,442.1706776140603
307,319.0242750564815
308,761.9327030075307
309,330.48671774081606
310,1515.5808758975143
311,321.4442758788879
312,583.3126382623248
313,286.55150470590235
314,768.6678271167901
315,589.8755027994478
316,582.6944911955406
317,716.5662938866569
318,237.04949934621314
319,544.2718064187272
320,405.0969969473169
321,614.0710337243012
322,1572.9264580795361
323,1208.210042586557
324,257.35955683169084
325,404.0691695952485
326,517.4224945565501
327,746.3343206829779
328,607.1518715842064
329,584.4116126365727
330,516.4929641759979
331,419.6773847459922
332,409.76179730912344
333,1307.307432678509
334,425.69643657710986
335,649.9438326619659
336,386.48031281338206
337,372.96503285654836
338,914.4554721483646
339,672.7326521511329
340,473.06208624670046
341,471.91502478899093
342,437.79118719777614
343,1089.397789724632
344,289.8382079475375
345,566.9312943707466
346,298.897715299766
347,525.9487295123613
348,495.37390831805317
349,1286.4891211109698
350,361.9652952002667
351,322.02885354738606
352,1252.5300493114976
353,555.7517836720934
354,470.76706520965945
355,1007.3721429192416
356,243.48478471995568
357,289.4080915690257
358,706.3676024470012
359,352.8016623558792
360,521.6390214808832
361,581.3910254545348
362,933.6440374742573
363,478.93279923033407
364,740.910447113245
365,474.993701082387
366,423.1409149579596
367,296.5662158684028
368,527.6463849436925
369,523.9913563808781
370,427.3709805792215
371,272.09277944681594
372,335.6325712268314
373,375.7574262482968
374,469.6932050242519
375,312.913877334861
376,348.1884027047545
377,196.7986666896421
378,939.4171337331129
379,1008.975
380,303.07371586890423
381,459.3765240090115
382,714.8022753648808
383,1049.9257249921252
384,235.90847998664475
385,273.81994989280304
386,335.7101720345407
387,1636.7780702011812
388,960.0423948234493
389,251.06172381081987
390,243.22128406809247
391,321.4910718704981
392,333.2794803548209
393,307.5315001275843
394,404.75162218780554
395,531.4722616013025
396,414.44619746944943
397,550.4434592405836
398,453.70460044578374
399,388.9519792659701
400,469.48482051119663
401,484.36468247141585
402,460.81611512395796
403,405.04560108993473
404,412.3812552651433
405,749.1574855089352
406,401.9252334247899
407,591.9180367409228
408,657.4700899701353
409,484.82234786352035
410,504.01347204503634
411,453.70460044578374
412,693.4839980459308
413,453.4644582693751
414,306.48970348285184
415,524.6916990034358
416,557.0195074003962
417,512.9428763085186
418,675.1881280204644
419,566.8272915955977
420,396.743560184711
421,739.674263798914
422,887.6393629955573
423,491.21879610143526
424,306.12955301257045
425,1181.8727665482913
426,469.0631774654008
427,391.4017641436644
428,413.26526752378794
429,553.6315943504266
430,525.1009116365982
431,428.25229412191504
432,504.3561440756818
433,520.9490095066332
434,457.8746675013006
435,773.9509243541626
436,326.20191267883257
437,299.68540234287116
438,421.2562190142551
439,628.1546289504519
440,367.8607466684901
441,858.7190088856078
442,807.606434238006
443,256.19038566582515
444,745.6988894607593
445,301.8079880759577
446,923.3324901801032
447,537.276246499555
448,349.9960338691409
449,473.95708025168943
450,227.73847454945718
451,634.2956229593217
452,395.5077661798356
453,358.59931537124766
454,298.89071822672395
455,358.4433055903281
456,336.4901442660084
457,515.1029323589945
458,378.7617342281037
459,273.959969791898
460,308.1982166345457
461,2378.5765555555554
462,308.70440028164586
463,604.8413583611563
464,324.1935054532486
465,1951.0727776275903
466,405.31170624754475
467,508.0906225635502
468,294.2576059323017
469,1118.4856131001973
470,446.06830558368046
471,319.13462812384785
472,372.2872648638901
473,447.4860920861074
474,792.8717470280802
475,280.07581124207036
476,628.7195290082675
477,245.7647583997238
478,349.4657185031139
479,210.1068540080931
480,2198.8461428571427
481,616.8730541104036
482,325.61581893971686
483,415.7329723246809
484,329.2301209276266
485,1096.5557721733753
486,538.5628770543005
487,447.05034205908606
488,389.10278816813644
489,559.726464315262
490,319.74303764541224
491,289.4607446425244
492,533.3446961063946
493,386.11491126931287
494,514.4142355534754
495,963.2159459927694
496,904.7295416777279
497,368.42712064212725
498,531.040694952268
499,415.5520378375119
500,330.0434568689859
501,324.9598796190693
502,776.2912758797586
503,895.8474937972267
504,383.04725392949587
505,603.1299453210061
506,418.91689761763473
507,306.7633782272386
508,691.7190518235276
509,817.1759888919094
510,1348.1454454247282
511,380.86178729448477
512,1215.6373337053885
513,1228.3082758170174
514,887.2458677214415
515,405.69669300429075
516,518.1999757677007
517,845.7891050293568
518,327.0756621584922
519,342.7803488411068
520,416.3169949432069
521,334.9022742476648
522,364.30957776318627
523,353.0847854222429
524,1163.6324717948717
525,266.0976279544587
526,786.070280563192
527,406.7854916573039
528,898.9953622712634
529,583.7454819496835
530,373.44799410381773
531,380.32612986188724
532,379.87323624991683
533,1052.0797622328391
534,589.5836986172044
535,335.5528413343999
536,799.9469505595114
537,210.1068540080931
538,228.94809591770678
539,349.488463475125
540,686.4643479165057
541,275.5948993927276
542,520.6132368227659
543,518.5164594715916
544,1192.750199233868
545,833.8246819993983
546,334.37812380190474
547,828.5299164971223
548,750.3601162242769
549,478.177863898153
550,994.2374314062848
551,267.18962539388235
552,405.31209842239207
553,548.8227767898657
554,1016.7063821330087
555,526.5417119088513
556,268.9255159912116
557,1223.8062014600619
558,757.3136713200008
559,470.1177598329509
560,611.2803611111111
561,381.17526371399896
562,257.9728787934485
563,901.5537130445944
564,1077.4422240452068
565,423.6575140165411
566,707.5102520221976
567,470.76706520965945
568,547.0615128651584
569,642.1660728741128
570,306.4545415203876
571,1022.6912451803988
572,1179.2207320324464
573,561.9793265960689
574,592.3780792495173
575,938.5912500000001
576,473.56021995745266
577,668.785114069273
578,444.6964207780613
579,907.4398956545907
580,717.0948611782931
581,1299.66307313983
582,553.512289533331
583,273.47184971054577
584,583.9026503783904
585,535.7059418320532
586,653.5153526704092
587,405.44179406078774
588,1748.2499747647732
589,634.2193069991764
590,559.6977776636376
591,1009.5732263985705
592,519.1212800948853
593,1661.624987216133
594,658.560789152077
595,355.36686281406685
596,230.01112208457408
597,460.1089755604179
598,762.7711140489379
599,535.9290878040423
600,787.4683208403592
601,333.61161687971014
602,542.7005694061115
603,339.7968249245215
604,2037.8173150455739
605,1195.7704419149989
606,594.9653852563848
607,539.636566629759
608,661.5093728351313
609,356.03364637354457
610,451.6068359254685
611,634.0295412935253
612,296.6243749089404
613,223.78014514008765
614,325.25889896391584
615,552.7912349804463
616,403.7246367325936
617,341.87954109759187
618,515.1613969550248
619,1129.2436682108307
620,193.4778293478261
621,468.04761420457015
622,741.8874674340742
623,311.4869053547451
624,615.9507356862422
625,445.7491062068333
626,627.7240899791641
627,714.9039326390568
628,599.5982461560919
629,628.6356424955633
630,1280.7889697218511
631,455.7374632725397
632,546.2847776579204
633,553.6878606314742
634,268.538937354142
635,286.8273788410534
636,2074.456420484733
637,576.8909008314308
638,522.8492361675094
639,406.6704956546966
640,454.6162792238516
641,294.82573074240315
642,426.88861175601403
643,534.686350785173
644,376.1620481458411
645,448.49329512454517
646,819.8070890179903
647,1263.2039926041991
648,2508.0028977941174
649,481.72783682619786
650,266.1320955670112
651,426.08008001916187
652,223.22267456463743
653,952.999459354334
654,513.6932734464965
655,493.07679093918375
656,342.37656675154346
657,646.1056523780987
658,387.29310272095825
659,722.7941228828033
660,281.7970756661802
661,383.6950217498502
662,1018.3762751032593
663,599.1713783591971
664,522.5422737407027
665,238.70954003267516
666,465.69261826497325
667,782.7170457822857
668,874.5495186225996
669,571.464486080791
670,341.0799369109915
671,278.5723037876058
672,391.6365363967056
673,1082.5045488813666
674,637.8924179688149
675,290.1427444553568
676,298.5680663987058
677,790.1618868964496
678,326.18775029788446
679,386.3688989611102
680,731.3951242360923
681,409.443664726706
682,504.738818351834
683,428.78981325234747
684,472.1121433026351
685,692.8469204378506
686,477.014075964635
687,545.0356699152628
688,446.4853395225752
689,294.18932903484466
690,444.65688541295367
691,1207.5027343566394
692,490.5023584764643
693,909.4369365079363
694,832.4270851170231
695,384.02952595034486
696,441.04149662460424
697,323.24594115435445
698,343.64824825910466
699,591.5679341884127
700,736.7257732956402
701,460.86441007691417
702,774.2265677803132
703,936.4935779384111
704,676.8297516185866
705,391.77867019662716
706,413.9339507120796
707,321.22687434011203
708,614.9035765308851
709,779.8946302970724
710,329.68978322495525
711,391.62887874410166
712,387.10412586202364
713,234.34265586191106
714,612.0095336807877
715,252.35723320449833
716,416.5677953920637
717,433.940947106278
718,492.55553681623115
719,549.3220180228541
720,1732.284038176472
721,224.47921124509995
722,404.3494895358898
723,854.2149638317098
724,391.3871811848793
725,681.052733421767
726,368.4733895321885
727,742.1953046541599
728,655.3740067553119
729,259.2009454212615
730,222.82925262872578
731,575.2411549654619
732,658.9090987081952
733,361.22231979611536
734,448.26087531336805
735,1024.3554633511587
736,275.0711093908511
737,419.7347873251759
738,388.7540164202894
739,365.9789817520308
740,361.96607888873666
741,387.9503813437545
742,673.8827187622705
743,487.4261619445441
744,592.6061458093278
745,550.8070492794038
746,1116.1837059277264
747,521.8336735674162
748,281.5712108471557
749,798.179180112513
750,491.78518611141016
751,415.27367865603674
752,280.94303205457106
753,899.3862509705252
754,362.7056289697005
755,439.30838479117784
756,575.3046670529415
757,754.0563755384725
758,305.80270091872035
759,436.89598251840334
760,411.9554847151976
761,919.2570523907898
762,372.1964686965745
763,313.81073710114254
764,371.0539308263029
765,596.9844003820679
766,370.0054779945179
767,641.1395965540095
768,285.5054147873644
769,820.7668456033382
770,395.2703878549669
771,920.4026394288514
772,421.88155566847297
773,368.4733895321885
774,348.5466482223575
775,378.27292217207497
776,366.7527770075034
777,372.10903968978425
778,329.065766400952
779,279.99687247222835
780,344.77609078056656
781,327.505248987489
782,484.2499317680378
783,754.7881422626358
784,251.77036252570574
785,526.169323669634
786,422.9077920657919
787,319.13462812384785
788,612.0884476342786
789,303.05569774667765
790,685.5299765424164
791,692.5989122777019
792,371.0055961076771
793,283.92713850896087
794,521.5661326841791
795,411.4826684058859
796,427.47339299773694
797,706.7494464517505
798,533.0960026674338
799,231.0852054294231
800,398.279021636092
801,923.2496236729246
802,220.27428570742669
803,351.24271645235586
804,275.6989509686571
805,1007.3937786038869
806,715.4572841549536
807,1877.67014636646
808,416.66656489822924
809,1053.554688768902
810,1012.1034719014706
811,323.9591371879773
812,625.9996762320412
813,1121.072915427608
814,755.5898956368223
815,418.8980467012801
816,749.8962950849963
817,488.6019461822483
818,383.0775409356917
819,302.3695641898129
820,247.14121085659372
821,576.871177988962
822,366.532521328577
823,619.1287579238458
824,319.6658450845433
825,290.2420879025011
826,680.5832766071679
827,506.942925929159
828,433.80107564138945
829,910.1769643100166
830,471.61188491715683
831,722.559355918633
832,593.0552348076404
833,622.0579725185908
834,245.96080259478694
835,413.1687734924588
836,788.3932120861422
837,375.29187135301686
838,385.96731737804276
839,464.48811824779995
840,544.8561276493427
841,277.15421092594477
842,274.60302316910565
843,1221.5951188630456
844,364.3334093321113
845,455.5687962090381
846,315.14755519793437
847,309.8830338492921
848,569.5156094912746
849,666.6908462651421
850,500.57273906021726
851,387.09043990741804
852,459.4339233589784
853,680.0284394562216
854,433.97263668347097
855,491.487963777536
856,311.3315689626137
857,331.6891730627798
858,429.5224665169333
859,593.9134150979037
860,746.1809082943388
861,250.7969646331404
862,732.127865973209
863,278.5723037876058
864,353.17844928983084
865,828.9057401001883
866,984.6338494765748
867,317.418591228601
868,2037.4250405464597
869,585.6569177681029
870,484.94028209751116
871,630.3893162494577
872,563.1602386371143
873,742.0519542903116
874,571.1038206109281
875,617.2070408188406
876,306.5272154106064
877,446.9103345223981
878,331.1620269441866
879,312.7031256556457
880,327.8804868221743
881,447.45776241266765
882,361.61399080513485
883,364.8861594903759
884,503.16944612077384
885,275.47812587076817
886,582.8807260077806
887,510.31294400739034
888,506.25612605451687
889,612.6818538583952
890,547.0615128651584
891,252.49533170163804
892,498.4891898532016
893,740.5875550679953
894,292.3914121235247
895,363.86037185504193
896,643.2112804448652
897,449.8755962356489
898,503.0540081120329
899,393.052776388943
900,367.59081490363604
901,354.8196325423665
902,750.5350305216374
903,403.2959657063252
904,239.00944003534627
905,464.5925944488695
906,490.9625593931229
907,321.3661820019638
908,524.3105426365493
909,707.6669623410176
910,414.22768370421693
911,330.4406617034161
912,470.7832297569874
913,498.8036373248381
914,483.1998110754801
915,889.6039111834534
916,407.7065531812603
917,1099.2445176778733
918,401.98100734189666
919,396.22620502553326
920,278.7646454867435
921,564.5578834977907
922,458.7311127611562
923,733.7346211618001
924,495.02231846586665
925,779.6046099036453
926,356.8906235437313
927,416.0255082933483
928,346.59608391142007
929,893.1455347445483
930,389.52924004202725
931,564.141462403575
932,608.271731046635
933,360.01197340689544
934,658.7591620919414
935,342.3537089173924
936,345.5435888991892
937,415.5790931681887
938,250.7969646331404
939,377.93142433513276
940,436.1298618164643
941,430.1149171664545
942,488.23674586298904
943,334.9008876028819
944,582.4517293133807
945,308.3870082426453
946,260.12007462684085
947,470.76706520965945
948,271.8890334900414
949,551.8943931000654
950,670.0284055695181
951,218.48493369529183
952,339.369990793163
953,792.8733033833661
954,256.8716412020216
955,1058.5461333333335
956,650.6432441901528
957,316.2239783542151
958,390.6882738474602
959,478.9435908638907
960,1277.4167246450875
961,478.36078198533477
962,547.9234862362191
963,456.68970126703624
964,636.7594936679816
965,697.6437908921758
966,501.31572348762336
967,710.5776114272594
968,497.5843968697006
969,356.64143154299825
970,569.8204734196282
971,706.784257321935
972,324.18189680076864
973,441.04149662460424
974,362.6217944738125
975,394.80863323451547
976,730.5259798940062
977,996.5494820239692
978,472.1852571720904
979,210.1068540080931
980,567.4606633912135
981,478.0122561502118
982,1514.5334684527897
983,524.8956170560292
984,2124.7637439393134
985,354.2718772662839
986,562.5960313057702
987,325.2356142307085
988,278.719309391733
989,252.331256285451
990,309.3266033271408
991,415.80714607722194
992,419.72044809819647
993,649.0628677121812
994,554.6889367440789
995,505.3937168460725
996,480.23523082051923
997,530.2466985294957
998,351.0889584284396
999,1534.4204437913893
1000,374.7900142132404
1001,417.13029242276497
1002,367.319004664163
1003,622.9792801023135
1004,454.7281557953796
1005,470.76706520965945
1006,761.5685623612615
1007,708.7239380120336
1008,333.918760105791
1009,289.8382079475375
1010,325.88531831700624
1011,538.5397247482153
1012,514.8260714721191
1013,490.7076924020116
1014,704.7495571313807
1015,469.1370285286821
1016,292.5644533097257
1017,810.3208815242172
1018,285.33280416851403
1019,1013.6085769787575
1020,619.7349623590528
1021,525.791455594235
1022,1380.1335511693546
1023,470.76706520965945
1024,574.9344797340666
1025,480.6893787954712
1026,439.5096073715632
1027,1458.232076644077
1028,584.4116126365727
1029,384.00317819577083
1030,405.1488935803808
1031,249.30048690205757
1032,420.88513182982535
1033,421.6872942222952
1034,496.18779554727325
1035,435.15047466675026
1036,378.8045094136488
1037,397.8817259174254
1038,560.2562341158753
1039,626.895643967958
1040,519.3510956267148
1041,790.847203868716
1042,478.2891867718229
1043,375.3872973717645
1044,787.4683208403592
1045,1079.9945949801836
1046,433.29259979342197
1047,1428.4296984953976
1048,848.1715340504043
1049,268.3240145076713
1050,611.5257702674328
1051,551.5840905571648
1052,541.1819764532165
1053,333.2905059327935
1054,530.0332933441512
1055,429.3178988481749
1056,267.89905609524106
1057,1639.2008379697113
1058,760.9711456467136
1059,537.8509807036319
1060,319.13462812384785
1061,371.9212564438887
1062,404.4216219823355
1063,631.0974775378226
1064,965.640565740744
1065,1286.813216423412
1066,525.3317404446625
1067,279.93481032828157
1068,388.5313937457325
1069,339.3213737516423
1070,853.2545570545683
1071,443.7863698659015
1072,622.5021740224333
1073,1038.634755497028
1074,227.73847454945718
1075,564.6533240603262
1076,222.7460685429074
1077,455.4044089456262
1078,311.4633008630857
1079,297.9948069514761
1080,459.0814677672106
1081,929.2627984839503
1082,283.4111053210512
1083,1209.4932691810232
1084,399.3364565690507
1085,729.3929657654855
1086,484.7137656944522
1087,282.59586840786943
1088,334.1599238655313
1089,628.1731789774767
1090,394.7216674189922
1091,315.49746163403904
1092,308.6950132541751
1093,258.3875139016028
1094,339.3266950984518
1095,429.7920780906011
1096,276.97458475004134
1097,358.6097635637075
1098,467.4832710469779
1099,599.6415341024306
1100,305.65631590550515
1101,585.3139720084116
1102,653.2408392899806
1103,420.7358084311081
1104,517.8463708126903
1105,312.1924428723147
1106,414.0244378940497
1107,434.0218065241499
1108,351.2841734330489
1109,533.6998611419383
1110,305.0910249379435
1111,438.99079338945023
1112,461.29252187086774
1113,328.73797559133146
1114,427.62036979109763
1115,278.83164893466153
1116,429.96621180777527
1117,308.5859250328302
1118,551.7447264205732
1119,786.6715874775234
1120,320.547306190137
1121,374.93547926311027
1122,338.57321883746033
1123,1224.141306580053
1124,216.490566158449
1125,527.2257351137331
1126,508.89747953391253
1127,562.2465183589262
1128,261.5901770128723
1129,370.9981850290487
1130,823.13940033692
1131,322.871831489463
1132,307.3841318022373
1133,519.9695735020343
1134,422.43035998930384
1135,684.460611686058
1136,528.8304501484046
1137,335.46792313173717
1138,317.8697759144042
1139,472.0078518792249
1140,415.71124245117835
1141,696.1897495933072
1142,612.143453546226
1143,419.4221785572806
1144,215.30744203427997
1145,511.04413913444796
1146,1344.0576785809221
1147,687.5189249942401
1148,250.34181460623276
1149,665.4056078916615
1150,266.3057095047099
1151,295.03113005219865
1152,322.47250483465405
1153,872.2682294480495
1154,390.89742243343017
1155,657.9000697437803
1156,604.532871904091
1157,370.16333340155785
1158,572.310010225457
1159,333.3351487383269
1160,336.2759068168668
1161,488.46392296518405
1162,2293.295954786875
1163,382.84250376003155
1164,264.49518660024967
1165,273.7106189632995
1166,1344.0845794213628
1167,550.8461247008895
1168,1146.055786401713
1169,322.8542497830223
1170,401.29151928611327
1171,261.8863737073995
1172,321.14350586768126
1173,521.7443234876342
1174,461.15242799577675
1175,1502.3814792591525
1176,715.7845192883613
1177,508.0446059276148
1178,366.5000322818303
1179,316.6603370205111
1180,603.516742902548
1181,598.0830763334087
1182,271.3653412993425
1183,925.1118171467353
1184,559.1703038421705
1185,438.6557830306803
1186,1163.4075318214204
1187,1086.8263279255498
1188,725.902878057115
1189,600.3242872781469
1190,320.5686120746556
1191,395.8631286412344
1192,695.0274339966912
1193,333.5291975200114
1194,1463.240024445595
1195,261.41108843775237
1196,313.98841263677963
1197,654.1853037079777
1198,249.30048690205757
1199,488.0032004533493
1200,705.3372228449819
1201,281.33893912179303
1202,428.98252100248357
1203,922.4558731213799
1204,693.99101768106
1205,648.7919822243972
1206,540.3937184867193
1207,426.5655279644028
1208,222.41320480341838
1209,930.0582301123243
1210,297.81207771156784
1211,413.74569779079695
1212,890.6297271849983
1213,482.5325408441157
1214,597.3514912128873
1215,2239.9894838461323
1216,343.72509569027113
1217,273.94979254032864
1218,490.8082059858933
1219,301.8069983289195
1220,232.73653813801405
1221,215.15275297614266
1222,566.4325979995805
1223,270.43038633576236
1224,730.921256913083
1225,789.7539424929457
1226,682.9091097148464
1227,363.2821293150286
1228,507.69394623776924
1229,575.6524706951084
1230,539.4428328879892
1231,648.9082912098346
1232,1249.1099527301901
1233,385.1491565504254
1234,576.797031129385
1235,817.0477771873677
1236,871.1075013249736
1237,309.31509723988154
1238,339.0360036990895
1239,385.6027719679887
1240,583.9874914561782
1241,1189.8673504347041
1242,345.6259629529006
1243,656.1482078496036
1244,378.27292217207497
1245,439.4580337217849
1246,618.5141415288431
1247,405.8752270237313
1248,408.05372296325584
1249,419.67002487219406
1250,345.94879082634674
1251,506.0245
1252,375.63849832968424
1253,487.5237662933745
1254,383.9795788238526
1255,309.9321199416839
1256,691.3592462727777
1257,723.0596308570073
1258,287.7545130228829
1259,463.18167130039666
1260,276.4142992537386
1261,381.2826739048648
1262,549.5986249525567
1263,511.4511402952776
1264,1431.7721564774058
1265,485.1663942332335
1266,312.988579052564
1267,788.1106146593646
1268,567.5959709339066
1269,740.8676641651989
1270,886.1843948717949
1271,314.5217568080673
1272,329.8951712875162
1273,444.939820251705
1274,247.49920255487535
1275,329.2301209276266
1276,547.9922117002811
1277,208.60851142367065
1278,364.8971741705855
1279,352.12552719768007
1280,319.19159917029907
1281,496.7197320485626
1282,312.9296829536116
1283,319.8080290597064
1284,585.0803294346586
1285,341.17659822695003
1286,1186.606244046286
1287,331.42962130716444
1288,668.3785903018327
1289,271.69777103743377
1290,582.142136571629
1291,836.9229340858953
1292,581.0867489681207
1293,993.1828550910817
1294,342.53543065651684
1295,304.02430233111716
1296,579.867337615733
1297,911.858046283144
1298,500.7640558757656
1299,673.2887888242911
1300,569.5994614336846
1301,285.8243465741238
1302,231.0852054294231
1303,466.6197386301819
1304,453.1391697771728
1305,1674.6020804478908
1306,446.9071956651539
1307,897.8578400798075
1308,330.54258084053157
1309,278.9170022451465
1310,452.8259195495181
1311,384.370747862227
1312,432.01446245003035
1313,327.72587688971555
1314,317.882910791638
1315,294.05623771408017
1316,583.5743535928707
1317,651.9965168155511
1318,246.413401513807
1319,527.7111434499026
1320,793.1614807329524
1321,244.72796245348286
1322,456.46682621424196
1323,282.300286248544
1324,499.1404157186886
1325,390.051827739044
1326,860.1095553157793
1327,281.0151666464966
1328,534.7827685649056
1329,326.9076094056624
1330,410.33396812734327
1331,424.20184049837974
1332,449.5810055912174
1333,546.0917956109281
1334,622.0089260332123
1335,501.6613327554649
1336,529.6770779836985
1337,434.6378960561184
1338,568.3087048979047
1339,554.2932284450642
1340,394.81347384176206
1341,431.15663301644327
1342,323.5878858194392
1343,191.66747427297383
1344,482.9718405740562
1345,432.7772187857239
1346,371.5161270679813
1347,713.0894346967093
1348,527.3976634994181
1349,224.20971186781054
1350,483.9743718407941
1351,583.7824973230869
1352,547.0628102103532
1353,606.7778928638425
1354,337.1540078080643
1355,866.4990737206135
1356,354.8426612796352
1357,550.8865968314757
1358,1121.4806910186612
1359,451.56082749945455
1360,668.3785903018327
1361,406.3736213767635
1362,514.1208880158072
1363,568.939435653625
1364,299.21046769584626
1365,684.1805197943771
